image_path,label
train_dataset/img_34.png,[]
train_dataset/img_35.png,"[('triangle', 'blue'), ('square', 'red')]"
train_dataset/img_36.png,[]
train_dataset/img_37.png,"[('square', 'blue')]"
train_dataset/img_38.png,"[('square', 'red')]"
train_dataset/img_39.png,"[('square', 'red'), ('square', 'green'), ('triangle', 'red'), ('triangle', 'blue')]"
train_dataset/img_40.png,"[('circle', 'blue')]"
train_dataset/img_41.png,"[('triangle', 'green'), ('triangle', 'red')]"
train_dataset/img_42.png,"[('circle', 'red'), ('circle', 'blue'), ('square', 'red')]"
train_dataset/img_43.png,"[('triangle', 'blue')]"
train_dataset/img_44.png,"[('triangle', 'blue'), ('circle', 'green'), ('square', 'blue'), ('triangle', 'red')]"
train_dataset/img_45.png,[]
train_dataset/img_46.png,"[('square', 'red')]"
train_dataset/img_47.png,"[('square', 'red'), ('triangle', 'blue')]"
train_dataset/img_48.png,"[('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_49.png,"[('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_50.png,"[('circle', 'blue')]"
train_dataset/img_51.png,"[('triangle', 'green'), ('square', 'blue')]"
train_dataset/img_52.png,[]
train_dataset/img_53.png,[]
train_dataset/img_54.png,"[('circle', 'red'), ('triangle', 'blue')]"
train_dataset/img_55.png,"[('square', 'blue'), ('triangle', 'green')]"
train_dataset/img_56.png,"[('square', 'red'), ('square', 'blue')]"
train_dataset/img_57.png,"[('square', 'green'), ('triangle', 'green')]"
train_dataset/img_58.png,"[('square', 'green'), ('triangle', 'green')]"
train_dataset/img_59.png,"[('triangle', 'green'), ('circle', 'red'), ('triangle', 'red')]"
train_dataset/img_60.png,"[('circle', 'red'), ('triangle', 'red'), ('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_61.png,"[('triangle', 'red'), ('square', 'green')]"
train_dataset/img_62.png,"[('square', 'red')]"
train_dataset/img_63.png,"[('square', 'blue'), ('circle', 'blue'), ('triangle', 'blue')]"
train_dataset/img_64.png,"[('circle', 'blue')]"
train_dataset/img_65.png,"[('square', 'red')]"
train_dataset/img_66.png,"[('square', 'red'), ('triangle', 'red')]"
train_dataset/img_67.png,[]
train_dataset/img_68.png,"[('circle', 'red'), ('square', 'red'), ('circle', 'green')]"
train_dataset/img_69.png,"[('circle', 'blue'), ('circle', 'red'), ('triangle', 'blue'), ('square', 'red'), ('square', 'green')]"
train_dataset/img_70.png,"[('circle', 'green'), ('triangle', 'blue')]"
train_dataset/img_71.png,"[('triangle', 'green')]"
train_dataset/img_72.png,[]
train_dataset/img_73.png,"[('triangle', 'blue'), ('square', 'red'), ('square', 'green'), ('triangle', 'red')]"
train_dataset/img_74.png,"[('circle', 'blue'), ('circle', 'red'), ('circle', 'green')]"
train_dataset/img_75.png,[]
train_dataset/img_76.png,"[('square', 'green'), ('triangle', 'red'), ('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_77.png,"[('triangle', 'green'), ('triangle', 'blue')]"
train_dataset/img_78.png,"[('triangle', 'blue'), ('square', 'red')]"
train_dataset/img_79.png,"[('triangle', 'green'), ('square', 'red')]"
train_dataset/img_80.png,"[('triangle', 'red'), ('square', 'green')]"
train_dataset/img_81.png,"[('triangle', 'red'), ('square', 'green')]"
train_dataset/img_82.png,"[('triangle', 'blue')]"
train_dataset/img_83.png,[]
train_dataset/img_84.png,[]
train_dataset/img_85.png,"[('triangle', 'red')]"
train_dataset/img_86.png,"[('square', 'green'), ('circle', 'blue')]"
train_dataset/img_87.png,"[('triangle', 'green'), ('square', 'blue'), ('circle', 'blue')]"
train_dataset/img_88.png,"[('circle', 'red')]"
train_dataset/img_89.png,[]
train_dataset/img_90.png,"[('circle', 'red'), ('square', 'green'), ('triangle', 'blue'), ('circle', 'green')]"
train_dataset/img_91.png,"[('triangle', 'red'), ('square', 'green'), ('circle', 'red')]"
train_dataset/img_92.png,"[('square', 'blue'), ('circle', 'red'), ('circle', 'blue')]"
train_dataset/img_93.png,[]
train_dataset/img_94.png,[]
train_dataset/img_95.png,"[('triangle', 'blue'), ('circle', 'blue'), ('triangle', 'red'), ('square', 'blue')]"
train_dataset/img_96.png,"[('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_97.png,"[('circle', 'green'), ('triangle', 'green'), ('square', 'red')]"
train_dataset/img_98.png,"[('circle', 'green'), ('square', 'green')]"
train_dataset/img_99.png,"[('triangle', 'red'), ('square', 'green'), ('circle', 'blue')]"
train_dataset/img_100.png,"[('triangle', 'red'), ('circle', 'blue'), ('square', 'red')]"
train_dataset/img_101.png,[]
train_dataset/img_102.png,"[('circle', 'green'), ('circle', 'red')]"
train_dataset/img_103.png,"[('triangle', 'blue'), ('triangle', 'green'), ('square', 'green')]"
train_dataset/img_104.png,"[('triangle', 'blue')]"
train_dataset/img_105.png,"[('circle', 'green'), ('square', 'green'), ('square', 'red')]"
train_dataset/img_106.png,[]
train_dataset/img_107.png,"[('triangle', 'blue')]"
train_dataset/img_108.png,[]
train_dataset/img_109.png,"[('triangle', 'green'), ('circle', 'green')]"
train_dataset/img_110.png,"[('square', 'blue')]"
train_dataset/img_111.png,"[('square', 'red')]"
train_dataset/img_112.png,"[('circle', 'blue')]"
train_dataset/img_113.png,"[('square', 'red'), ('square', 'blue'), ('circle', 'blue'), ('circle', 'red')]"
train_dataset/img_114.png,"[('triangle', 'red')]"
train_dataset/img_115.png,"[('square', 'green'), ('circle', 'red')]"
train_dataset/img_116.png,"[('circle', 'red'), ('circle', 'blue')]"
train_dataset/img_117.png,[]
train_dataset/img_118.png,[]
train_dataset/img_119.png,"[('triangle', 'blue'), ('circle', 'red'), ('circle', 'green')]"
train_dataset/img_120.png,"[('circle', 'green'), ('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_121.png,"[('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_122.png,"[('triangle', 'red')]"
train_dataset/img_123.png,"[('triangle', 'green'), ('square', 'blue')]"
train_dataset/img_124.png,"[('circle', 'blue'), ('square', 'green'), ('square', 'red'), ('triangle', 'blue')]"
train_dataset/img_125.png,"[('circle', 'green'), ('triangle', 'blue')]"
train_dataset/img_126.png,"[('circle', 'red')]"
train_dataset/img_127.png,"[('triangle', 'red'), ('triangle', 'blue'), ('circle', 'green'), ('circle', 'blue')]"
train_dataset/img_128.png,"[('triangle', 'green'), ('triangle', 'red'), ('circle', 'red')]"
train_dataset/img_129.png,[]
train_dataset/img_130.png,"[('triangle', 'green'), ('circle', 'blue'), ('square', 'blue')]"
train_dataset/img_131.png,[]
train_dataset/img_132.png,"[('triangle', 'blue'), ('square', 'blue')]"
train_dataset/img_133.png,"[('square', 'blue')]"
train_dataset/img_134.png,"[('square', 'green'), ('circle', 'blue'), ('triangle', 'green'), ('triangle', 'red')]"
train_dataset/img_135.png,[]
train_dataset/img_136.png,[]
train_dataset/img_137.png,"[('triangle', 'green')]"
train_dataset/img_138.png,"[('square', 'green'), ('triangle', 'red')]"
train_dataset/img_139.png,"[('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_140.png,[]
train_dataset/img_141.png,[]
train_dataset/img_142.png,"[('triangle', 'blue'), ('triangle', 'red')]"
train_dataset/img_143.png,"[('circle', 'blue'), ('triangle', 'blue')]"
train_dataset/img_144.png,[]
train_dataset/img_145.png,"[('circle', 'green'), ('square', 'blue'), ('triangle', 'blue')]"
train_dataset/img_146.png,"[('circle', 'red'), ('square', 'blue')]"
train_dataset/img_147.png,"[('triangle', 'red'), ('circle', 'blue'), ('triangle', 'blue')]"
train_dataset/img_148.png,"[('square', 'green')]"
train_dataset/img_149.png,"[('square', 'green'), ('square', 'red'), ('circle', 'red')]"
train_dataset/img_150.png,"[('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_151.png,"[('square', 'blue')]"
train_dataset/img_152.png,"[('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_153.png,"[('triangle', 'green'), ('triangle', 'red'), ('square', 'blue')]"
train_dataset/img_154.png,"[('triangle', 'green')]"
train_dataset/img_155.png,"[('circle', 'blue')]"
train_dataset/img_156.png,"[('triangle', 'blue'), ('square', 'red'), ('square', 'blue')]"
train_dataset/img_157.png,"[('square', 'red')]"
train_dataset/img_158.png,"[('triangle', 'blue'), ('triangle', 'green'), ('square', 'blue')]"
train_dataset/img_159.png,"[('circle', 'red'), ('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_160.png,[]
train_dataset/img_161.png,"[('square', 'green'), ('triangle', 'red'), ('circle', 'red'), ('triangle', 'blue')]"
train_dataset/img_162.png,"[('square', 'green'), ('triangle', 'blue')]"
train_dataset/img_163.png,"[('triangle', 'blue')]"
train_dataset/img_164.png,"[('triangle', 'blue'), ('circle', 'blue')]"
train_dataset/img_165.png,"[('square', 'green'), ('square', 'red'), ('circle', 'red')]"
train_dataset/img_166.png,"[('triangle', 'blue')]"
train_dataset/img_167.png,"[('triangle', 'green'), ('square', 'blue'), ('square', 'green'), ('circle', 'red')]"
train_dataset/img_168.png,[]
train_dataset/img_169.png,"[('square', 'red'), ('circle', 'red'), ('triangle', 'blue')]"
train_dataset/img_170.png,"[('triangle', 'green')]"
train_dataset/img_171.png,"[('square', 'green')]"
train_dataset/img_172.png,"[('square', 'blue'), ('square', 'red'), ('circle', 'blue')]"
train_dataset/img_173.png,"[('triangle', 'green'), ('triangle', 'red'), ('square', 'green')]"
train_dataset/img_174.png,"[('square', 'green'), ('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_175.png,"[('triangle', 'green'), ('circle', 'blue'), ('circle', 'green')]"
train_dataset/img_176.png,"[('circle', 'red'), ('square', 'green'), ('circle', 'blue'), ('circle', 'green')]"
train_dataset/img_177.png,"[('circle', 'red'), ('square', 'blue')]"
train_dataset/img_178.png,[]
train_dataset/img_179.png,"[('triangle', 'green'), ('circle', 'green')]"
train_dataset/img_180.png,"[('square', 'blue')]"
train_dataset/img_181.png,"[('square', 'blue'), ('circle', 'blue')]"
train_dataset/img_182.png,"[('square', 'red')]"
train_dataset/img_183.png,"[('circle', 'blue')]"
train_dataset/img_184.png,"[('square', 'red'), ('circle', 'red')]"
train_dataset/img_185.png,"[('circle', 'green'), ('square', 'blue'), ('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_186.png,"[('triangle', 'blue')]"
train_dataset/img_187.png,"[('circle', 'red')]"
train_dataset/img_188.png,"[('square', 'green'), ('circle', 'green')]"
train_dataset/img_189.png,"[('square', 'green')]"
train_dataset/img_190.png,"[('triangle', 'green')]"
train_dataset/img_191.png,"[('circle', 'blue'), ('square', 'blue'), ('triangle', 'blue')]"
train_dataset/img_192.png,"[('triangle', 'green'), ('circle', 'green')]"
train_dataset/img_193.png,"[('circle', 'red')]"
train_dataset/img_194.png,"[('square', 'red')]"
train_dataset/img_195.png,"[('triangle', 'green')]"
train_dataset/img_196.png,"[('square', 'blue')]"
train_dataset/img_197.png,[]
train_dataset/img_198.png,"[('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_199.png,"[('triangle', 'blue')]"
train_dataset/img_200.png,"[('triangle', 'red'), ('triangle', 'green'), ('circle', 'red'), ('square', 'green')]"
train_dataset/img_201.png,"[('square', 'red'), ('square', 'blue'), ('triangle', 'red')]"
train_dataset/img_202.png,[]
train_dataset/img_203.png,"[('triangle', 'green'), ('triangle', 'blue'), ('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_204.png,"[('square', 'blue'), ('square', 'green'), ('circle', 'blue')]"
train_dataset/img_205.png,"[('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_206.png,"[('triangle', 'green'), ('square', 'green')]"
train_dataset/img_207.png,"[('triangle', 'green'), ('triangle', 'red')]"
train_dataset/img_208.png,"[('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_209.png,"[('triangle', 'blue'), ('circle', 'red'), ('circle', 'green'), ('triangle', 'green')]"
train_dataset/img_210.png,[]
train_dataset/img_211.png,"[('square', 'red')]"
train_dataset/img_212.png,"[('circle', 'red')]"
train_dataset/img_213.png,"[('circle', 'blue'), ('circle', 'green')]"
train_dataset/img_214.png,"[('circle', 'red'), ('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_215.png,"[('square', 'green'), ('circle', 'blue')]"
train_dataset/img_216.png,"[('circle', 'blue'), ('triangle', 'blue'), ('circle', 'green')]"
train_dataset/img_217.png,"[('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_218.png,"[('square', 'green'), ('square', 'red')]"
train_dataset/img_219.png,"[('square', 'red'), ('square', 'blue')]"
train_dataset/img_220.png,"[('triangle', 'red'), ('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_221.png,"[('triangle', 'blue'), ('square', 'blue'), ('circle', 'red')]"
train_dataset/img_222.png,"[('triangle', 'red')]"
train_dataset/img_223.png,"[('square', 'green'), ('circle', 'green'), ('triangle', 'blue')]"
train_dataset/img_224.png,"[('circle', 'red'), ('triangle', 'green')]"
train_dataset/img_225.png,[]
train_dataset/img_226.png,"[('square', 'green')]"
train_dataset/img_227.png,"[('circle', 'green'), ('triangle', 'green'), ('triangle', 'blue'), ('triangle', 'red')]"
train_dataset/img_228.png,"[('square', 'blue')]"
train_dataset/img_229.png,[]
train_dataset/img_230.png,[]
train_dataset/img_231.png,"[('square', 'red'), ('triangle', 'red')]"
train_dataset/img_232.png,"[('circle', 'red')]"
train_dataset/img_233.png,"[('square', 'green')]"
train_dataset/img_234.png,"[('square', 'blue'), ('square', 'red'), ('circle', 'green')]"
train_dataset/img_235.png,"[('square', 'red'), ('circle', 'blue')]"
train_dataset/img_236.png,"[('triangle', 'red'), ('circle', 'green')]"
train_dataset/img_237.png,"[('square', 'blue'), ('triangle', 'red'), ('circle', 'red')]"
train_dataset/img_238.png,"[('triangle', 'blue'), ('triangle', 'green'), ('circle', 'blue')]"
train_dataset/img_239.png,"[('square', 'red')]"
train_dataset/img_240.png,"[('circle', 'green'), ('triangle', 'red'), ('square', 'blue')]"
train_dataset/img_241.png,"[('circle', 'green'), ('square', 'green'), ('triangle', 'green')]"
train_dataset/img_242.png,[]
train_dataset/img_243.png,"[('triangle', 'blue')]"
train_dataset/img_244.png,"[('circle', 'blue'), ('triangle', 'green'), ('circle', 'green')]"
train_dataset/img_245.png,"[('square', 'blue'), ('circle', 'green'), ('triangle', 'blue')]"
train_dataset/img_246.png,"[('circle', 'red')]"
train_dataset/img_247.png,"[('circle', 'green')]"
train_dataset/img_248.png,"[('triangle', 'red'), ('square', 'green')]"
train_dataset/img_249.png,"[('circle', 'green'), ('square', 'green')]"
train_dataset/img_250.png,"[('square', 'blue'), ('triangle', 'blue')]"
train_dataset/img_251.png,[]
train_dataset/img_252.png,"[('circle', 'blue'), ('square', 'red')]"
train_dataset/img_253.png,"[('square', 'green'), ('circle', 'red')]"
train_dataset/img_254.png,"[('square', 'blue'), ('triangle', 'green')]"
train_dataset/img_255.png,"[('circle', 'red')]"
train_dataset/img_256.png,"[('triangle', 'blue'), ('circle', 'blue')]"
train_dataset/img_257.png,"[('square', 'green')]"
train_dataset/img_258.png,"[('circle', 'red'), ('triangle', 'green'), ('square', 'blue'), ('circle', 'blue')]"
train_dataset/img_259.png,[]
train_dataset/img_260.png,"[('square', 'red'), ('square', 'blue'), ('circle', 'red')]"
train_dataset/img_261.png,"[('circle', 'red')]"
train_dataset/img_262.png,"[('square', 'green'), ('circle', 'blue')]"
train_dataset/img_263.png,"[('circle', 'green'), ('triangle', 'green'), ('triangle', 'red')]"
train_dataset/img_264.png,"[('triangle', 'blue'), ('square', 'red')]"
train_dataset/img_265.png,"[('square', 'green'), ('triangle', 'red')]"
train_dataset/img_266.png,[]
train_dataset/img_267.png,"[('circle', 'red')]"
train_dataset/img_268.png,"[('triangle', 'green')]"
train_dataset/img_269.png,"[('triangle', 'blue'), ('triangle', 'red'), ('square', 'red'), ('circle', 'blue')]"
train_dataset/img_270.png,"[('square', 'blue')]"
train_dataset/img_271.png,"[('square', 'green'), ('circle', 'green')]"
train_dataset/img_272.png,[]
train_dataset/img_273.png,"[('triangle', 'red'), ('square', 'green'), ('triangle', 'blue'), ('square', 'blue'), ('circle', 'red')]"
train_dataset/img_274.png,"[('circle', 'blue'), ('triangle', 'green')]"
train_dataset/img_275.png,"[('circle', 'green'), ('square', 'blue'), ('triangle', 'blue'), ('circle', 'red')]"
train_dataset/img_276.png,"[('circle', 'red'), ('triangle', 'green')]"
train_dataset/img_277.png,"[('triangle', 'red'), ('circle', 'blue')]"
train_dataset/img_278.png,"[('circle', 'green'), ('triangle', 'blue')]"
train_dataset/img_279.png,"[('square', 'blue'), ('circle', 'red')]"
train_dataset/img_280.png,"[('circle', 'red')]"
train_dataset/img_281.png,"[('triangle', 'blue'), ('square', 'blue'), ('triangle', 'green')]"
train_dataset/img_282.png,"[('circle', 'red'), ('circle', 'blue')]"
train_dataset/img_283.png,[]
train_dataset/img_284.png,[]
train_dataset/img_285.png,[]
train_dataset/img_286.png,"[('circle', 'green'), ('circle', 'blue'), ('triangle', 'blue'), ('square', 'red')]"
train_dataset/img_287.png,[]
train_dataset/img_288.png,[]
train_dataset/img_289.png,"[('circle', 'red')]"
train_dataset/img_290.png,"[('circle', 'green')]"
train_dataset/img_291.png,"[('square', 'red'), ('circle', 'blue')]"
train_dataset/img_292.png,"[('triangle', 'red')]"
train_dataset/img_293.png,[]
train_dataset/img_294.png,[]
train_dataset/img_295.png,"[('circle', 'green'), ('circle', 'red')]"
train_dataset/img_296.png,[]
train_dataset/img_297.png,"[('square', 'blue'), ('square', 'green')]"
train_dataset/img_298.png,"[('square', 'blue'), ('triangle', 'red')]"
train_dataset/img_299.png,"[('triangle', 'red')]"
train_dataset/img_300.png,"[('triangle', 'red'), ('triangle', 'blue')]"
train_dataset/img_301.png,"[('circle', 'blue')]"
train_dataset/img_302.png,"[('square', 'red'), ('triangle', 'blue'), ('triangle', 'red'), ('circle', 'red')]"
train_dataset/img_303.png,"[('circle', 'blue'), ('circle', 'green'), ('triangle', 'blue'), ('triangle', 'red')]"
train_dataset/img_304.png,"[('circle', 'red')]"
train_dataset/img_305.png,"[('square', 'green'), ('square', 'blue')]"
train_dataset/img_306.png,"[('square', 'blue'), ('circle', 'green')]"
train_dataset/img_307.png,"[('triangle', 'red')]"
train_dataset/img_308.png,"[('circle', 'red'), ('triangle', 'blue'), ('circle', 'green')]"
train_dataset/img_309.png,"[('triangle', 'red')]"
train_dataset/img_310.png,"[('square', 'green'), ('triangle', 'blue')]"
train_dataset/img_311.png,"[('circle', 'blue'), ('triangle', 'blue'), ('triangle', 'green'), ('square', 'red')]"
train_dataset/img_312.png,"[('square', 'green')]"
train_dataset/img_313.png,"[('square', 'red'), ('square', 'green')]"
train_dataset/img_314.png,[]
train_dataset/img_315.png,[]
train_dataset/img_316.png,"[('circle', 'blue'), ('triangle', 'red')]"
train_dataset/img_317.png,"[('square', 'red'), ('circle', 'blue')]"
train_dataset/img_318.png,"[('triangle', 'red')]"
train_dataset/img_319.png,"[('square', 'green')]"
train_dataset/img_320.png,"[('square', 'green'), ('circle', 'blue')]"
train_dataset/img_321.png,"[('triangle', 'blue'), ('circle', 'green'), ('square', 'red')]"
train_dataset/img_322.png,"[('circle', 'red')]"
train_dataset/img_323.png,[]
train_dataset/img_324.png,"[('circle', 'blue'), ('square', 'red')]"
train_dataset/img_325.png,"[('triangle', 'blue')]"
train_dataset/img_326.png,"[('circle', 'green'), ('triangle', 'red')]"
train_dataset/img_327.png,"[('circle', 'green'), ('square', 'blue')]"
train_dataset/img_328.png,"[('circle', 'red'), ('square', 'green'), ('circle', 'blue')]"
train_dataset/img_329.png,"[('triangle', 'green'), ('square', 'blue')]"
train_dataset/img_330.png,"[('triangle', 'blue'), ('square', 'blue'), ('circle', 'green')]"
train_dataset/img_331.png,[]
train_dataset/img_332.png,"[('triangle', 'green'), ('square', 'green'), ('square', 'red')]"
train_dataset/img_333.png,"[('circle', 'green'), ('square', 'green')]"
train_dataset/img_334.png,"[('circle', 'blue')]"
train_dataset/img_335.png,"[('square', 'green'), ('triangle', 'red'), ('square', 'red'), ('triangle', 'blue')]"
train_dataset/img_336.png,"[('square', 'green'), ('triangle', 'blue')]"
train_dataset/img_337.png,"[('circle', 'red')]"
train_dataset/img_338.png,"[('circle', 'red'), ('triangle', 'green')]"
train_dataset/img_339.png,"[('triangle', 'green'), ('triangle', 'blue')]"
train_dataset/img_340.png,"[('square', 'blue')]"
train_dataset/img_341.png,"[('square', 'green')]"
train_dataset/img_342.png,"[('triangle', 'red')]"
train_dataset/img_343.png,"[('circle', 'red'), ('square', 'red')]"
train_dataset/img_344.png,"[('triangle', 'blue'), ('square', 'green')]"
train_dataset/img_345.png,[]
train_dataset/img_346.png,"[('square', 'green'), ('triangle', 'red')]"
train_dataset/img_347.png,"[('triangle', 'green'), ('circle', 'red'), ('circle', 'green'), ('square', 'green')]"
train_dataset/img_348.png,"[('square', 'blue'), ('circle', 'blue'), ('square', 'red')]"
train_dataset/img_349.png,"[('triangle', 'red'), ('circle', 'red'), ('triangle', 'green')]"
train_dataset/img_350.png,"[('triangle', 'green'), ('square', 'blue'), ('square', 'red'), ('circle', 'green')]"
train_dataset/img_351.png,"[('square', 'blue'), ('circle', 'red')]"
train_dataset/img_352.png,"[('square', 'red'), ('circle', 'blue')]"
train_dataset/img_353.png,[]
train_dataset/img_354.png,"[('triangle', 'red'), ('square', 'red')]"
train_dataset/img_355.png,"[('triangle', 'blue'), ('square', 'red'), ('square', 'blue')]"
train_dataset/img_356.png,"[('square', 'green'), ('triangle', 'red')]"
train_dataset/img_357.png,"[('triangle', 'green'), ('circle', 'red'), ('circle', 'blue')]"
train_dataset/img_358.png,"[('circle', 'green'), ('triangle', 'blue'), ('triangle', 'red')]"
train_dataset/img_359.png,"[('triangle', 'green'), ('triangle', 'red')]"
train_dataset/img_360.png,"[('triangle', 'blue'), ('triangle', 'red')]"
train_dataset/img_361.png,"[('square', 'red'), ('circle', 'green'), ('triangle', 'red')]"
train_dataset/img_362.png,"[('circle', 'red'), ('square', 'red')]"
train_dataset/img_363.png,"[('triangle', 'green'), ('square', 'red'), ('circle', 'red'), ('circle', 'green')]"
train_dataset/img_364.png,"[('square', 'blue'), ('circle', 'green'), ('square', 'red'), ('circle', 'red')]"
train_dataset/img_365.png,"[('square', 'green')]"
train_dataset/img_366.png,"[('triangle', 'green'), ('circle', 'blue')]"
train_dataset/img_367.png,"[('circle', 'green')]"
train_dataset/img_368.png,"[('triangle', 'blue'), ('triangle', 'green'), ('circle', 'red')]"
train_dataset/img_369.png,"[('circle', 'red'), ('square', 'green')]"
train_dataset/img_370.png,"[('triangle', 'blue')]"
train_dataset/img_371.png,"[('square', 'blue'), ('triangle', 'red'), ('triangle', 'green')]"
train_dataset/img_372.png,"[('triangle', 'green'), ('circle', 'green'), ('circle', 'blue')]"
train_dataset/img_373.png,"[('square', 'green'), ('circle', 'green'), ('circle', 'red'), ('triangle', 'blue'), ('triangle', 'green')]"
train_dataset/img_374.png,"[('circle', 'blue')]"
train_dataset/img_375.png,"[('square', 'red')]"
train_dataset/img_376.png,"[('circle', 'blue'), ('circle', 'red'), ('circle', 'green'), ('triangle', 'green')]"
train_dataset/img_377.png,"[('triangle', 'green'), ('circle', 'red')]"
train_dataset/img_378.png,"[('circle', 'red'), ('square', 'green')]"
train_dataset/img_379.png,"[('square', 'red')]"
train_dataset/img_380.png,"[('triangle', 'red'), ('triangle', 'blue'), ('circle', 'green')]"
train_dataset/img_381.png,"[('circle', 'red')]"
train_dataset/img_382.png,[]
train_dataset/img_383.png,[]
train_dataset/img_384.png,"[('square', 'blue'), ('triangle', 'red')]"
train_dataset/img_385.png,"[('circle', 'green')]"
train_dataset/img_386.png,"[('square', 'blue'), ('triangle', 'green'), ('circle', 'red')]"
train_dataset/img_387.png,"[('triangle', 'red'), ('square', 'red'), ('circle', 'red')]"
train_dataset/img_388.png,"[('square', 'red'), ('triangle', 'blue'), ('square', 'blue')]"
train_dataset/img_389.png,"[('circle', 'red'), ('triangle', 'green')]"
train_dataset/img_390.png,"[('square', 'blue')]"
train_dataset/img_391.png,"[('triangle', 'red'), ('triangle', 'green'), ('square', 'green')]"
train_dataset/img_392.png,"[('circle', 'red'), ('square', 'green')]"
train_dataset/img_393.png,"[('square', 'green')]"
train_dataset/img_394.png,"[('square', 'red')]"
train_dataset/img_395.png,[]
train_dataset/img_396.png,"[('triangle', 'blue'), ('triangle', 'red'), ('square', 'red')]"
train_dataset/img_397.png,"[('triangle', 'green'), ('circle', 'red'), ('square', 'green')]"
train_dataset/img_398.png,"[('triangle', 'red'), ('square', 'blue')]"
train_dataset/img_399.png,"[('circle', 'blue'), ('square', 'blue')]"
train_dataset/img_400.png,"[('circle', 'red'), ('triangle', 'red'), ('square', 'red')]"
train_dataset/img_401.png,"[('triangle', 'red'), ('circle', 'green'), ('circle', 'blue')]"
train_dataset/img_402.png,"[('square', 'green')]"
train_dataset/img_403.png,[]
train_dataset/img_404.png,[]
train_dataset/img_405.png,"[('circle', 'green')]"
train_dataset/img_406.png,"[('triangle', 'red')]"
train_dataset/img_407.png,"[('triangle', 'red')]"
train_dataset/img_408.png,"[('square', 'blue')]"
train_dataset/img_409.png,[]
train_dataset/img_410.png,"[('circle', 'red'), ('circle', 'blue'), ('triangle', 'green')]"
train_dataset/img_411.png,"[('circle', 'red')]"
